validity_l,validity_r,gaze_origin_l_x_mm,gaze_origin_l_y_mm,gaze_origin_l_z_mm,gaze_origin_r_x_mm,gaze_origin_r_y_mm,gaze_origin_r_z_mm,gaze_direction_l_x,gaze_direction_l_y,gaze_direction_l_z,gaze_direction_r_x,gaze_direction_r_y,gaze_direction_r_z,pupil_diameter_l_mm,pupil_diameter_r_mm,eye_openness_l,eye_openness_r,pupil_position_l_x,pupil_position_l_y,pupil_position_l_z,pupil_position_r_x,pupil_position_r_y,pupil_position_r_z,convergence_distance_mm,convergence_distance_validity,accelerometry_forearm_r_x_mps2,accelerometry_forearm_r_y_mps2,accelerometry_forearm_r_z_mps2,emg_wrist_flexor_mV,emg_wrist_extensor_mV,respiration_trace_mV,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV,ppg_finger_mV,eda_hand_l_kOhms
1.0,1.0,33.02800684126596,-0.5406343369256883,-18.390629965161526,-33.20745885939825,-2.1875991821289062,-18.943243178110286,0.01668058122907366,0.2293915521530878,0.9729427155994234,0.03365271432059152,0.21119132874503968,0.9766415187290736,4.673642415848988,4.7773197113521535,1.0,0.9388423784384652,-107374176.0,0.4932454043910616,0.4331890730157731,4.344025239406931e-44,0.5606793773079676,4.20389539297445e-45,-107374176.0,0.0,10.810037364130435,0.4161005434782611,2.83211616847826,-2.3505874574648264,-2.8211953909421066,64.0240276039918,-0.0019233018992686,-1.7392419075085708,341.122498594877,394.4213081132396,52.27757925189854
1.0,1.0,33.016032990955175,-0.4532606942313059,-18.433437529064364,-33.16568156651089,-2.0761414785233754,-19.03786825755285,0.025819324311755952,0.25624508327907985,0.9658241271972656,0.040956224714006687,0.23432086762927834,0.9708532908606148,4.779796358138796,4.8632371690538205,1.0,0.9544339662506468,-107374176.0,0.4921021952279031,0.4269786753824779,4.344025239406931e-44,0.558439142174191,4.20389539297445e-45,-107374176.0,0.0,10.889351222826084,0.4929517663043478,2.4289232336956523,-2.248892869541001,-2.7826812704092534,64.03133615120903,0.2120440343943601,-1.9169550030009863,341.1425009346293,394.530534569597,52.31700809967746
1.0,1.0,33.24355110289559,-0.7936991737002417,-18.38560933915395,-32.92190672859313,-2.3759530082581537,-18.992413899255187,0.05169950212751116,0.2077482314336867,0.9759339226616752,0.06779007684616815,0.1860740298316592,0.9794103834364152,4.6050653003510975,4.628706735277934,0.9973378233493321,0.9911907885282759,-107374176.0,0.4809714819467257,0.4441924054944325,4.344025239406931e-44,0.5458923824249752,4.20389539297445e-45,-107374176.0,0.0,10.872112771739124,0.6209239130434784,1.8091032608695647,-2.201868138103885,-2.7782095934934543,64.02845119836013,0.17127003412986647,-1.8886824650817384,341.1174018448438,395.4248225732602,51.24936324023306
1.0,1.0,33.293277861580016,-0.7305288768949962,-18.425281403556713,-32.86247429015145,-2.256338573637464,-19.09096290951684,0.0704101078093998,0.2265092153397817,0.9699830554780506,0.0782983567979601,0.19724110194614955,0.9761570521763392,4.536816914876302,4.574353233216301,0.999071685094682,0.9990008076032004,-107374176.0,0.4765165653966722,0.43958813377789097,4.344025239406931e-44,0.5423959746720299,4.20389539297445e-45,-107374176.0,0.0,10.834748641304348,0.3527513586956522,2.185292119565217,-2.16919604709006,-2.781599413090915,64.03787537766655,0.10280048651590527,-1.8320412241482795,341.166830703655,396.5144230769228,50.1024604003786
1.0,1.0,33.25857325962612,-0.6002783396887401,-18.433083670479924,-32.93774456448026,-2.080893077547588,-19.15833282470703,0.05639606051974826,0.2511731707860553,0.9651038760230656,0.06829494900173612,0.2235274541945684,0.9714112054734004,4.498765249100941,4.599096510145398,0.9970775050303292,0.9907284781100258,-107374176.0,0.4798744847140615,0.4317836419694007,4.344025239406931e-44,0.5466164657993923,4.20389539297445e-45,-107374176.0,0.0,10.687669836956523,0.2804857336956521,1.4793648097826089,-2.158882340655232,-2.792201614810633,64.0171998822494,-0.008366363261818312,-1.803672521134068,341.1784666801456,396.2969322344321,50.558575593974645
1.0,1.0,32.90890291002061,-0.6514220464797247,-18.37454308403863,-33.39839226858957,-2.1260260324629523,-19.21494838169643,-0.005869789729042659,0.2355433267260356,0.971581292530847,0.015312255374968999,0.21801806253100198,0.9756042238265747,4.5940379188174285,4.681705050998264,1.0,0.9318872940918757,-107374176.0,0.5006003242636484,0.4355090530145736,4.344025239406931e-44,0.5698993783148508,4.20389539297445e-45,-107374176.0,0.0,10.829568614130435,0.23437499999999986,2.6624490489130435,-2.1477752721869563,-2.7792193269905696,64.01527658035013,-0.12232200079348128,-1.8132890306304104,341.2472247230445,394.00183150183136,54.06848702340621
1.0,1.0,32.852171277243,-0.464672633579799,-18.487007201664035,-33.433038802373986,-2.0069185892740893,-19.266312069363057,-0.021919855995783732,0.2516162811763703,0.9671738034202941,-0.002118004692925347,0.2415003700861855,0.9700962853810144,4.69764648921906,4.772275652204241,1.0,0.9265897203059424,-107374176.0,0.5047910428709455,0.4283847375994636,4.344025239406931e-44,0.5740836454289301,4.20389539297445e-45,-107374176.0,0.0,10.816066576086957,0.5089164402173914,2.762483016304348,-2.125489011429182,-2.7721511925107585,64.03566358048239,-0.09385713268430636,-1.7661681340983302,341.2574182231107,394.087683150183,54.17954132368533
1.0,1.0,32.89309359353686,-0.07144903758215529,-18.777715713258775,-33.29732138013084,-1.6457541935027582,-19.415054139636805,-0.007962726411365327,0.3183512611994667,0.9474957784016927,0.008170657687717013,0.293179951016865,0.9555421859499008,4.791063883947948,4.8178348238506015,1.0,0.9976934717288092,-107374176.0,0.5012114037360463,0.4085272607349215,4.344025239406931e-44,0.5685719523638014,4.20389539297445e-45,-107374176.0,0.0,10.836447010869565,0.34273097826086946,2.5884001358695645,-2.067501459166234,-2.789821528710288,64.08211132134974,-0.24127822326324244,-1.7785734313486123,341.3010771762241,394.9884100274726,53.2093677270658
1.0,1.0,33.07326077658032,0.01863400898282493,-18.939556242927672,-33.09288339766245,-1.58569826398577,-19.540570032028924,0.030846974206349208,0.33669813852461555,0.9410469418480284,0.042248741028800836,0.3081015329512339,0.950371817936973,4.7333772447374125,4.743022010439918,1.0,1.0,-107374176.0,0.4894442922539181,0.40405341935536215,4.344025239406931e-44,0.5566503313325699,4.20389539297445e-45,-107374176.0,0.0,10.833559782608695,0.4736752717391303,1.6309442934782603,-2.006124087305826,-2.8553820822016047,64.06220514669232,-0.36850464389985865,-1.7004873742383089,341.351275355795,398.4410771520146,55.668875988861494
1.0,1.0,32.981448400588256,-0.12224197387695315,-18.967131720648858,-33.15023246644035,-1.7706434461805554,-19.611247108096162,0.03559929983956473,0.3123272487095424,0.9487780616396948,0.0393203856453063,0.2897072443886409,0.955770522829086,4.848735809326172,4.874666849772137,1.0,1.0,-107374176.0,0.4914858691276066,0.4126090532730496,4.344025239406931e-44,0.5590371967308105,4.20389539297445e-45,-107374176.0,0.0,10.800696331521735,0.4448029891304348,1.2950917119565215,-1.8861821726126893,-2.9108453007217623,64.02470075965654,-0.5611233291116062,-1.8655066771955529,341.3431974878181,399.44911858974336,55.80781357197405
1.0,1.0,33.32971966455853,-0.8268688746861049,-18.86435511755566,-32.826509808737136,-2.4292135692778087,-19.49985189286489,0.05764485919286332,0.1701608688112289,0.9823226323203434,0.06724021548316593,0.15411183190724204,0.9848036387610056,4.559083121163504,4.585164751325335,0.9937291218647879,0.9953319278974382,-107374176.0,0.4771246898268897,0.4547774659262763,4.344025239406931e-44,0.5433069843621481,4.20389539297445e-45,-107374176.0,0.0,10.94166100543478,0.6610903532608694,1.7465183423913042,-1.909117547761468,-2.92368334089938,64.00094798120062,-0.4920767909278645,-1.9483048239590643,341.274824105299,396.2024954212452,55.56268016543103
1.0,1.0,33.62704685756138,-0.799113076830667,-18.954215579562717,-32.49164617629278,-2.2214947049579927,-20.10808236258369,0.11438944983103926,0.16641901409815227,0.979126703171503,0.11810490441700765,0.129081786624969,0.9844726078093998,4.590096186077784,4.559659806508867,0.9701536806329848,1.0,-107374176.0,0.4587070323408596,0.4552608315670301,4.344025239406931e-44,0.5247969452350859,4.20389539297445e-45,-107374176.0,0.0,10.855044157608695,0.7150135869565215,2.850968070652173,-2.116834152882473,-3.002875296601764,64.05412727871536,-0.426011370687989,-1.961960267443872,341.2085663548692,394.272979624542,55.18805136629262
1.0,1.0,33.43090008932446,-0.995131598578559,-18.846074906606525,-32.67641963655987,-2.3024957444932723,-20.129375094459178,0.10247312273297993,0.13028026762462794,0.9856644887772816,0.1146231757269965,0.10021058339921253,0.9880934821234808,4.4749694703117235,4.400800432477679,0.9613914555973476,1.0,-107374176.0,0.4669176849817473,0.4658577757931891,4.344025239406931e-44,0.5309592170847787,4.20389539297445e-45,-107374176.0,0.0,10.768682065217387,0.5375339673913044,1.1045346467391304,-2.264904357852412,-3.077379203924681,64.04691489659311,-0.050390509760836616,-2.0403348198390665,341.1299994722841,394.5348271520146,55.40923566178425
1.0,1.0,33.43673409356011,-1.2259758843315978,-18.308551122271822,-32.73725200834728,-2.3242557465084017,-20.03367221166217,0.1059192475818452,0.1422516959054129,0.9840829637315538,0.10803894769577747,0.10460596235971603,0.9884867592463418,4.53465549529545,4.401334308442617,0.9677255825390892,1.0,-107374176.0,0.4663961053131119,0.4669036446582703,4.344025239406931e-44,0.5339020422053715,4.20389539297445e-45,-107374176.0,0.0,10.63391644021739,0.2354789402173913,1.3330502717391304,-2.196819470618305,-3.0142708603549297,64.04691489659314,-0.04596691539251889,-2.001291791283914,341.1404814676352,395.2001774267402,55.01592531130132
1.0,1.0,33.16289720081148,-1.2678820292154944,-18.21439918639168,-33.139738839770125,-2.689639136904762,-19.17811493646532,0.04816624474903894,0.13641175769624256,0.9888843960232204,0.0757026066855779,0.1175698779878162,0.9897764902266244,4.672986953977555,4.680729457310268,0.9754514746249668,1.0,-107374176.0,0.4840114229018727,0.4685634408914854,4.344025239406931e-44,0.5514092206481903,4.20389539297445e-45,-107374176.0,0.0,10.858355978260876,0.21102241847826086,2.6228770380434785,-2.1026257601016267,-2.9570766701254314,64.02075799076306,-0.2320463741467533,-2.002926597898292,341.1350962223172,395.879836309524,54.543216424055394
1.0,1.0,33.04857841370597,-1.263494158548023,-18.26499109419565,-33.30377475799077,-2.58612775045728,-19.591857122996505,-4.904610770089286e-06,0.12598261757502474,0.9916438753642732,0.03914884536985367,0.11153399755084327,0.9925548614017548,4.417525397406684,4.5826020013718365,0.976726709377198,0.99501194958649,-107374176.0,0.495353405910825,0.4700224501272989,4.344025239406931e-44,0.5629239945657669,4.20389539297445e-45,-107374176.0,0.0,10.76392663043478,0.3948709239130434,3.1571841032608687,-2.0355506063646347,-2.857113053910948,64.02460459456161,-0.3043625255592517,-1.9150317011017195,341.1364425336467,396.7054429945053,53.97201911119178
1.0,1.0,33.062376779223236,-0.9640585278707836,-18.439181009928387,-33.268844362289194,-2.425045740036736,-19.53844669886998,0.0213730221702939,0.17437507992699028,0.983928680419922,0.04363741193498884,0.15396251375713044,0.9864274887811568,4.5695224943615145,4.7672960796053445,0.9936131553517448,0.9914435372939184,-107374176.0,0.4914324764931013,0.4549730194229928,4.344025239406931e-44,0.5613558798555344,4.20389539297445e-45,-107374176.0,0.0,10.860394021739127,0.4189877717391304,2.625,-2.18744337385937,-2.945753230193487,64.05643524099452,0.05904536830754515,-2.0018687818536938,341.0005612544634,397.5210336538462,53.39914563270507
