validity_l,validity_r,gaze_origin_l_x_mm,gaze_origin_l_y_mm,gaze_origin_l_z_mm,gaze_origin_r_x_mm,gaze_origin_r_y_mm,gaze_origin_r_z_mm,gaze_direction_l_x,gaze_direction_l_y,gaze_direction_l_z,gaze_direction_r_x,gaze_direction_r_y,gaze_direction_r_z,pupil_diameter_l_mm,pupil_diameter_r_mm,eye_openness_l,eye_openness_r,pupil_position_l_x,pupil_position_l_y,pupil_position_l_z,pupil_position_r_x,pupil_position_r_y,pupil_position_r_z,convergence_distance_mm,convergence_distance_validity,accelerometry_forearm_r_x_mps2,accelerometry_forearm_r_y_mps2,accelerometry_forearm_r_z_mps2,emg_wrist_flexor_mV,emg_wrist_extensor_mV,respiration_trace_mV,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV,ppg_finger_mV,eda_hand_l_kOhms
1.0,1.0,30.37811061314175,2.993924579923116,-27.609973544166213,-33.01189228845021,4.237527817014664,-31.442191956535225,-0.10253161475771948,0.12535288977244546,0.9810824318537636,-0.1175042409745474,0.11573276822529145,0.9796936398460752,3.982460385277158,4.200373271154978,0.9710392729630546,0.9804426216416888,-107374176.0,0.5945341315061327,0.4293273675536353,4.344025239406931e-44,0.5990234648897534,4.20389539297445e-45,-107374176.0,0.0,10.782523777173918,1.0013586956521736,3.967985733695652,-1.065413087099825,10.57573227732933,61.237836307616405,13.043929645934426,-10.84444159393089,338.31015039267135,1339.2803275156216,178.49117031473668
1.0,1.0,30.89276988922604,1.7566160171750989,-28.43559446788969,-32.14200398278615,3.0366583930121527,-32.28524374583412,-0.0253493899390811,-0.21954418364025305,0.8439212980724516,0.02703009711371528,-0.20577427697560147,0.913961925203838,3.418175712464348,3.8800877162388394,0.8302068817946646,0.8617784716780224,-107374176.0,0.566134492556254,0.5312443620392254,4.297315290596103e-44,0.5463363412353728,3.9703456489203134e-45,-107374176.0,0.0,10.80570652173913,0.7990828804347827,3.84765625,-1.0223551658299508,10.58640660287027,61.237932472711385,13.041525518560336,-10.853384947762489,338.3010147086498,1377.1276900183152,177.3546592824402
1.0,1.0,31.42626123579721,1.8869032481360053,-28.230699085053946,-31.552836221361922,3.037977551657056,-31.683019123380145,0.05997267223539806,-0.16862294030567954,0.9778309776669456,0.12830673702179446,-0.1548319619799417,0.9731451973082528,3.9365792652917277,4.105380285353887,0.9250160424955308,0.9843581756429066,-107374176.0,0.5349912529899961,0.5152461311173817,4.344025239406931e-44,0.5099648277437876,4.20389539297445e-45,-107374176.0,0.0,10.863536005434783,0.7606997282608695,3.40047554347826,-1.031298519661549,10.6091977303766,61.24043276518042,13.044314306314273,-10.853769608142343,338.3189014163131,1377.9532967032967,176.62692371627068
1.0,1.0,30.221611083499976,2.117923070514013,-27.22937429518927,-32.98799460274833,3.4287048218742244,-31.431821732293987,-0.13649398561507942,-0.05006753830682659,0.9747590564546132,-0.10537047613234744,-0.05319116985987102,0.9775584992908296,4.1859821137927815,4.408960069928852,0.9870039650372096,0.9914121161850672,-107374176.0,0.6043611511824623,0.4813119887359559,4.344025239406931e-44,0.5958130406954932,4.20389539297445e-45,-107374176.0,0.0,10.919157608695647,0.7566236413043479,2.901069972826087,-1.0513489419614228,10.607538882488473,61.22918144906967,13.033832310963266,-10.843479942981254,338.31303534552035,1384.7599015567764,172.04122259933425
1.0,1.0,30.706876542833108,2.9165946112738723,-27.243385920448908,-32.860934242369645,4.20645008389912,-31.19468695019918,-0.06639335269019711,0.12041249350895965,0.9887033492799788,-0.07657944209991938,0.1122258504231771,0.9890268719385541,4.029060303218779,4.2468106103321865,0.9949202345950264,0.99775673803829,-107374176.0,0.5777618951267667,0.4293477239589842,4.344025239406931e-44,0.5869366025167798,4.20389539297445e-45,-107374176.0,0.0,10.930451766304342,0.6677989130434783,2.415675951086956,-1.0669276873454985,10.614246397862175,61.250337769961654,13.032870660013625,-10.818669348480695,338.3205362229275,1387.4499198717947,166.42430045752158
1.0,1.0,31.360201457190136,2.874088953411768,-27.28699802217029,-32.22547724890331,4.182203807528056,-30.996671585809608,0.04892754933190725,0.12566944909474204,0.9907126048254588,0.03345689319428943,0.11623582385835192,0.9924028184678821,4.123501611134364,4.305582258436416,0.9786613978563792,1.0,-107374176.0,0.5388765526669366,0.4304197019054776,4.344025239406931e-44,0.5480721387125197,4.20389539297445e-45,-107374176.0,0.0,10.894021739130439,0.7855808423913043,2.931980298913043,-1.0286299382763142,10.62701231421857,61.250337769961654,13.059219896033607,-10.770971461378828,338.3028418454544,1409.9466288919416,167.84506826146549
1.0,1.0,30.79714826553587,2.9980615888323103,-27.174073839944505,-32.62176441010975,4.308647821819972,-31.0174922034854,-0.03202171931191099,0.12779453822544642,0.9876114376007564,-0.04723406594897075,0.123597160218254,0.9868899754115512,4.095918988424634,4.3155004107762895,0.9870244155800532,0.9950504451990128,-107374176.0,0.5696524031578548,0.4250190893099421,4.344025239406931e-44,0.5741681437643747,4.20389539297445e-45,-107374176.0,0.0,10.950662364130432,0.7735224184782608,2.3534307065217392,-1.0049012010940883,10.612587549974053,61.26197374645223,13.080280051830599,-10.744622225358846,338.3204400578325,1432.2237007783883,172.93846659419793
1.0,1.0,31.11517872886052,2.9445416283985923,-27.214245750790553,-32.351932162330264,4.224105895511688,-30.938170175703746,0.011317782931857638,0.1134966290186322,0.9927891322544642,0.001995752728174603,0.10677658565460688,0.9935474698505704,4.199268704368953,4.423730880495102,0.9849731257510564,1.0,-107374176.0,0.5525554364162778,0.429195523262024,4.344025239406931e-44,0.5572401159812533,4.20389539297445e-45,-107374176.0,0.0,10.905910326086957,0.9320652173913042,3.1386718749999987,-0.978648130169073,10.602562338824118,61.236682326476824,13.097974429303875,-10.728754984689884,338.30149553412474,1347.2699175824173,170.08036234851662
1.0,1.0,31.141109890407986,2.9016941010005897,-27.01576214744931,-32.37560435703823,4.200189257424976,-30.660720643543065,0.011248028467571924,0.12105100117032486,0.9923550439259362,0.0005693587045820933,0.11443104819645955,0.9931506202334448,4.2476910182407925,4.402435484386626,0.9830355412430234,1.0,-107374176.0,0.5516394438251616,0.4278827557961146,4.344025239406931e-44,0.5579702932210195,4.20389539297445e-45,-107374176.0,0.0,10.907353940217394,0.7677479619565217,2.988451086956521,-0.9596074413663142,10.614967636074402,61.2373554821416,13.114034000162766,-10.760777961312703,338.30601529358796,1349.0169986263738,178.13959296010717
1.0,1.0,31.18747039068313,2.7663581484840027,-27.06958819192553,-32.33936134217278,4.1107103862459695,-30.808194175599127,0.01594488961356027,0.10067022414434527,0.9946490090990824,0.011916932605561757,0.08595045786055311,0.9961004105825272,4.052852206759983,4.26089120289636,0.9937281126067752,1.0,-107374176.0,0.5494889482146218,0.43561309043850216,4.344025239406931e-44,0.5548997173706689,4.20389539297445e-45,-107374176.0,0.0,10.931980298913043,0.7439707880434782,2.807065217391304,-0.9485724967192604,10.624920723403118,61.21783396786399,13.085472966958632,-10.783376758629107,338.2994760671305,1385.53471268315,187.62613940857528
1.0,1.0,31.14709351554749,2.765372624472967,-27.1393330891927,-32.36354101271857,4.086418091304719,-30.844277578686906,0.010984693254743305,0.08991077968052455,0.9957613263811383,0.0032519991435701885,0.07905499897305927,0.9967679220532614,3.8415095011393214,4.013329278855097,0.9878341943498642,1.0,-107374176.0,0.5516962390097361,0.4376012893423202,4.344025239406931e-44,0.5567893903879892,4.20389539297445e-45,-107374176.0,0.0,10.945482336956516,0.8519870923913042,2.368546195652174,-0.9771335299233987,10.61756409363842,61.2084097885576,13.02238866466262,-10.792416277555668,338.33101821827853,1409.3563988095236,186.52942100628584
1.0,1.0,31.36258382645865,2.6241476270887585,-27.71765112498449,-32.160264454190695,3.7853552197653135,-30.891045585511225,0.03854109748961434,0.01241544693235367,0.9983742123558408,0.033182779947916664,0.015851944211929564,0.9986736358158173,4.3907704429020935,4.636747693258618,0.9282286968969164,1.0,-107374176.0,0.5401404045877003,0.4589759046359668,4.344025239406931e-44,0.5457616786635111,4.20389539297445e-45,-107374176.0,0.0,10.935037364130435,0.6888586956521741,2.006283967391304,-1.004035715239418,10.593691108813749,61.23860562837612,13.046333773308506,-10.759335484888254,338.36698396379484,1466.6802598443217,186.0993376970869
1.0,1.0,31.11841456095378,3.1203420124356698,-27.39349546886625,-32.30735457889617,4.452928452264695,-31.045495532807852,0.014830392504495287,0.1813854035877046,0.9830785478864398,0.007946014404296875,0.17044012887137275,0.9851527743869356,4.847716497996496,5.09276611085922,0.9970363615051148,0.993063675978827,-107374176.0,0.5516350356832384,0.4158658281205193,4.344025239406931e-44,0.5559221915309391,4.20389539297445e-45,-107374176.0,0.0,10.905485733695652,0.532608695652174,2.1268682065217392,-0.9952366090502645,10.595999071092862,61.236297666097,13.028735560930194,-10.807418032369974,338.36563765246535,1437.9471440018312,184.72230928988117
1.0,1.0,31.05968747820173,3.2153072659931485,-27.43280447097052,-32.377600109766405,4.538732680063399,-31.076804811992346,-0.002365596710689484,0.1909448532831101,0.9815859113420758,-0.002601381332155258,0.1805104452466208,0.9835555666968936,4.751384553455171,5.047864338708302,0.9987165769414296,0.9627340606280737,-107374176.0,0.5561587032344606,0.4115512481047994,4.344025239406931e-44,0.5599936717559421,4.20389539297445e-45,-107374176.0,0.0,10.883746603260876,0.4352921195652174,2.000169836956521,-0.9927122753074742,10.631988857882927,61.25053010015159,13.04479513178909,-10.77125995666371,338.35813677505826,1333.5851648351652,183.01956804713245
1.0,1.0,30.813282194591714,3.0925889393639943,-27.14293931022523,-32.45651675027514,4.508202628483849,-31.11277807326545,-0.01735656980484251,0.18949369400266616,0.9815880911690849,-0.025339580717540926,0.17699438428121894,0.9837603493342324,4.691004011366101,4.958048320951916,0.999437141749594,0.9637875838412181,-107374176.0,0.5666496280639891,0.41338023768057897,4.344025239406931e-44,0.5660663161958966,4.20389539297445e-45,-107374176.0,0.0,10.902768342391312,0.5210597826086956,2.3756793478260865,-0.981677330660421,10.65081317522202,61.246587331258105,13.034313136438069,-10.778953164260788,338.36986891664384,1339.1970009157508,181.09009965495255
1.0,1.0,29.89041361733089,2.444660489521329,-27.374502575586714,-33.160527426099016,3.7533542088099887,-31.255494011773013,-0.18687511625744047,0.035048590766059026,0.9621502104259672,-0.15813270447746158,0.023265414767795138,0.9721485319591704,4.928101433648004,5.182962568979415,0.999852087289568,0.9922907123016932,-107374176.0,0.6226037182505169,0.4601443383901838,4.344025239406931e-44,0.6105543479086861,4.20389539297445e-45,-107374176.0,0.0,10.906334918478262,0.5241168478260869,2.427479619565217,-0.9751140629291664,10.65189503254036,61.24514485483361,13.016137933489993,-10.774914230272325,338.3816010582293,1430.599673763736,179.94094838574364
